Date Saved,14/05/2026 09:44,,,
Title,AS7341-cal_054_02°_5401K,,,
Direct sun,,,,
,,,,
Measuring Mode,Ambient,,,
Viewing Angle [°],2,,,
Tcp [K],5401,,,
⊿uv,0.0028,,,
Illuminance [lx],108000,,,
Illuminance [fc],10000,,,
Peak Wavelength [nm],536,,,
Tristimulus Value X,103843.556,,,
Tristimulus Value Y,108152.9549,,,
Tristimulus Value Z,98098.7767,,,
CIE1931 x,0.3349,,,
CIE1931 y,0.3488,,,
CIE1931 z,0.3164,,,
CIE1976 u',0.2056,,,
CIE1976 v',0.4818,,,
Dominant Wavelength [nm],559,,,
Purity [%],5.1,,,
PPFD [umolm⁻²s⁻¹],1932.6,,,
CRI Ra,99.5,,,
CRI R1,99.8,,,
CRI R2,99.5,,,
CRI R3,99.1,,,
CRI R4,99.7,,,
CRI R5,99.7,,,
CRI R6,99.3,,,
CRI R7,99.4,,,
CRI R8,99.3,,,
CRI R9,98.7,,,
CRI R10,98.7,,,
CRI R11,99.5,,,
CRI R12,98.2,,,
CRI R13,99.7,,,
CRI R14,99.4,,,
CRI R15,99.7,,,
TM-30 Rf,100,,,
TM-30 Rg,100,,,
SSIt,60,,,
SSId,98,,,
SSI1,---,,,
SSI2,---,,,
TLCI,100,,,
TLMF,---,,,
,,,,
Spectral Data 380[nm],0.461889982,,,
Spectral Data 385[nm],0.506907165,,,
Spectral Data 390[nm],0.560938478,,,
Spectral Data 395[nm],0.657860756,,,
Spectral Data 400[nm],0.779555023,,,
Spectral Data 405[nm],0.884117723,,,
Spectral Data 410[nm],0.972888947,,,
Spectral Data 415[nm],1.052480459,,,
Spectral Data 420[nm],1.087049961,,,
Spectral Data 425[nm],1.072520852,,,
Spectral Data 430[nm],1.082320452,,,
Spectral Data 435[nm],1.145692229,,,
Spectral Data 440[nm],1.227062345,,,
Spectral Data 445[nm],1.306635737,,,
Spectral Data 450[nm],1.391462564,,,
Spectral Data 455[nm],1.470600724,,,
Spectral Data 460[nm],1.502740502,,,
Spectral Data 465[nm],1.490267515,,,
Spectral Data 470[nm],1.490319729,,,
Spectral Data 475[nm],1.512307882,,,
Spectral Data 480[nm],1.521802545,,,
Spectral Data 485[nm],1.520861387,,,
Spectral Data 490[nm],1.525416732,,,
Spectral Data 495[nm],1.531062841,,,
Spectral Data 500[nm],1.526588798,,,
Spectral Data 505[nm],1.515597343,,,
Spectral Data 510[nm],1.503123522,,,
Spectral Data 515[nm],1.487854481,,,
Spectral Data 520[nm],1.488920569,,,
Spectral Data 525[nm],1.509514093,,,
Spectral Data 530[nm],1.537132382,,,
Spectral Data 535[nm],1.559699893,,,
Spectral Data 540[nm],1.54592526,,,
Spectral Data 545[nm],1.518536925,,,
Spectral Data 550[nm],1.513049126,,,
Spectral Data 555[nm],1.509565353,,,
Spectral Data 560[nm],1.497600436,,,
Spectral Data 565[nm],1.484647512,,,
Spectral Data 570[nm],1.472269535,,,
Spectral Data 575[nm],1.468447566,,,
Spectral Data 580[nm],1.472502947,,,
Spectral Data 585[nm],1.464908361,,,
Spectral Data 590[nm],1.449839354,,,
Spectral Data 595[nm],1.443693519,,,
Spectral Data 600[nm],1.442662358,,,
Spectral Data 605[nm],1.437022448,,,
Spectral Data 610[nm],1.429208159,,,
Spectral Data 615[nm],1.422358036,,,
Spectral Data 620[nm],1.412868977,,,
Spectral Data 625[nm],1.397776842,,,
Spectral Data 630[nm],1.387862921,,,
Spectral Data 635[nm],1.391770601,,,
Spectral Data 640[nm],1.397205353,,,
Spectral Data 645[nm],1.390554547,,,
Spectral Data 650[nm],1.372773051,,,
Spectral Data 655[nm],1.365361571,,,
Spectral Data 660[nm],1.376007676,,,
Spectral Data 665[nm],1.390978098,,,
Spectral Data 670[nm],1.397177935,,,
Spectral Data 675[nm],1.389392495,,,
Spectral Data 680[nm],1.348840594,,,
Spectral Data 685[nm],1.287740946,,,
Spectral Data 690[nm],1.264248967,,,
Spectral Data 695[nm],1.283183813,,,
Spectral Data 700[nm],1.301432371,,,
Spectral Data 705[nm],1.305526614,,,
Spectral Data 710[nm],1.28311038,,,
Spectral Data 715[nm],1.223485708,,,
Spectral Data 720[nm],1.167467475,,,
Spectral Data 725[nm],1.157468677,,,
Spectral Data 730[nm],1.18980813,,,
Spectral Data 735[nm],1.226900101,,,
Spectral Data 740[nm],1.245979071,,,
Spectral Data 745[nm],1.250688314,,,
Spectral Data 750[nm],1.196468115,,,
Spectral Data 755[nm],1.03920877,,,
Spectral Data 760[nm],0.886204123,,,
Spectral Data 765[nm],0.896867037,,,
Spectral Data 770[nm],1.033288956,,,
Spectral Data 775[nm],1.12542212,,,
Spectral Data 780[nm],1.165136814,,,
,,,,
Spectral Data 380[nm],0.461532176,,,
Spectral Data 381[nm],0.473160684,,,
Spectral Data 382[nm],0.48233977,,,
Spectral Data 383[nm],0.490374118,,,
Spectral Data 384[nm],0.497899413,,,
Spectral Data 385[nm],0.505340934,,,
Spectral Data 386[nm],0.513124168,,,
Spectral Data 387[nm],0.521671891,,,
Spectral Data 388[nm],0.531383216,,,
Spectral Data 389[nm],0.542643189,,,
Spectral Data 390[nm],0.555836916,,,
Spectral Data 391[nm],0.571335673,,,
Spectral Data 392[nm],0.589228153,,,
Spectral Data 393[nm],0.609320343,,,
