Date Saved,14/05/2026 09:58,,,
Title,AS7341-cal_063_02°_4227K,,,
mixed office light,,,,
Measuring Mode,Ambient,,,
Viewing Angle [°],2,,,
Tcp [K],4227,,,
⊿uv,-0.0051,,,
Illuminance [lx],1470,,,
Illuminance [fc],136,,,
Peak Wavelength [nm],603,,,
Tristimulus Value X,1507.7253,,,
Tristimulus Value Y,1467.5458,,,
Tristimulus Value Z,1120.003,,,
CIE1931 x,0.3682,,,
CIE1931 y,0.3584,,,
CIE1931 z,0.2735,,,
CIE1976 u',0.2244,,,
CIE1976 v',0.4913,,,
Dominant Wavelength [nm],582,,,
Purity [%],18,,,
PPFD [umolm⁻²s⁻¹],25.2,,,
CRI Ra,95.7,,,
CRI R1,97.2,,,
CRI R2,98.4,,,
CRI R3,96.9,,,
CRI R4,95.7,,,
CRI R5,97.3,,,
CRI R6,96.3,,,
CRI R7,93.8,,,
CRI R8,89.5,,,
CRI R9,77,,,
CRI R10,98,,,
CRI R11,95.7,,,
CRI R12,91.5,,,
CRI R13,98.2,,,
CRI R14,98.9,,,
CRI R15,96.6,,,
TM-30 Rf,95,,,
TM-30 Rg,100,,,
SSIt,71,,,
SSId,84,,,
SSI1,---,,,
SSI2,---,,,
TLCI,95,,,
TLMF,---,,,
,,,,
Spectral Data 380[nm],0.003840061,,,
Spectral Data 385[nm],0.004221738,,,
Spectral Data 390[nm],0.00476482,,,
Spectral Data 395[nm],0.00589341,,,
Spectral Data 400[nm],0.007373995,,,
Spectral Data 405[nm],0.008566611,,,
Spectral Data 410[nm],0.009271987,,,
Spectral Data 415[nm],0.009736204,,,
Spectral Data 420[nm],0.009948272,,,
Spectral Data 425[nm],0.009912904,,,
Spectral Data 430[nm],0.010155767,,,
Spectral Data 435[nm],0.011218205,,,
Spectral Data 440[nm],0.013248187,,,
Spectral Data 445[nm],0.016129455,,,
Spectral Data 450[nm],0.018944362,,,
Spectral Data 455[nm],0.020143392,,,
Spectral Data 460[nm],0.01952051,,,
